ID,Outcome,SUT,Confidence,dsa,lsa,conf*(1-norm_dsa)
582,Pass,0,0,0,23.025850929940454,0
583,Pass,0,0,0,23.025850929940454,0
584,Pass,0,0,0,23.025850929940454,0
585,Pass,0,0,0,23.025850929940454,0
586,Pass,0,0,0,23.025850929940454,0
587,Pass,0,0,0,23.025850929940454,0
588,Pass,0,0,0,23.025850929940454,0
589,Pass,0,0,0,23.025850929940454,0
590,Pass,0,0,0,23.025850929940454,0
591,Pass,0,0,0,23.025850929940454,0
592,Pass,0,0,0,23.025850929940454,0
593,Pass,0,0,0,23.025850929940454,0
594,Pass,0,0,0,23.025850929940454,0
595,Pass,0,0,0,23.025850929940454,0
596,Pass,0,0,0,23.025850929940454,0
597,Pass,0,0,0,23.025850929940454,0
598,Pass,0,0,0,23.025850929940454,0
599,Pass,0,0,0,23.025850929940454,0
600,Pass,0,0,0,-0.0,0
601,Pass,0,0,0,-0.0,0
602,Pass,0,0,0,-0.0,0
603,Pass,0,0,0,-0.0,0
604,Pass,0,0,0,23.025850929940454,0
605,Pass,0,0,0,-0.0,0
606,Pass,0,0,0,-0.0,0
607,Pass,0,0,0,23.025850929940454,0
608,Pass,0,0,0,23.025850929940454,0
609,Pass,0,0,0,23.025850929940454,0
610,Pass,0,0,0,1.0469787785107572,0
611,Pass,0,0,0,23.025850929940454,0
612,Pass,0,0,0,23.025850929940454,0
613,Pass,0,0,0,23.025850929940454,0
614,Pass,0,0,0,23.025850929940454,0
615,Pass,0,0,0,23.025850929940454,0
616,Pass,0,0,0,23.025850929940454,0
617,Pass,0,0,0,23.025850929940454,0
618,Pass,0,0,0,23.025850929940454,0
619,Pass,0,0,0,23.025850929940454,0
620,Pass,0,0,0,23.025850929940454,0
621,Pass,0,0,0,23.025850929940454,0
622,Pass,0,0,0,23.025850929940454,0
623,Pass,0,0,0,23.025850929940454,0
624,Pass,0,0,0,23.025850929940454,0
625,Pass,0,0,0,23.025850929940454,0
626,Pass,0,0,0,23.025850929940454,0
627,Pass,0,0,0,23.025850929940454,0
628,Pass,0,0,0,23.025850929940454,0
629,Pass,0,0,0,16.202885146842988,0
630,Pass,0,0,0,18.496008055694038,0
631,Pass,0,0,0,10.02708368853048,0
632,Pass,0,0,0,9.429816569614031,0
