ID,Outcome,SUT,Confidence,dsa,lsa,conf*(1-norm_dsa)
0,Pass,0,0,0,23.025850929940454,0
1,Pass,0,0,0,23.025850929940454,0
2,Pass,0,0,0,23.025850929940454,0
3,Pass,0,0,0,23.025850929940454,0
4,Pass,0,0,0,23.025850929940454,0
5,Pass,0,0,0,23.025850929940454,0
6,Pass,0,0,0,23.025850929940454,0
7,Pass,0,0,0,23.025850929940454,0
8,Pass,0,0,0,23.025850929940454,0
9,Pass,0,0,0,23.025850929940454,0
10,Pass,0,0,0,23.025850929940454,0
11,Pass,0,0,0,23.025850929940454,0
12,Pass,0,0,0,23.025850929940454,0
13,Pass,0,0,0,23.025850929940454,0
14,Pass,0,0,0,23.025850929940454,0
15,Pass,0,0,0,23.025850929940454,0
16,Pass,0,0,0,23.025850929940454,0
17,Pass,0,0,0,23.025850929940454,0
18,Pass,0,0,0,23.025850929940454,0
19,Pass,0,0,0,23.025850929940454,0
20,Pass,0,0,0,23.025850929940454,0
21,Pass,0,0,0,23.025850929940454,0
22,Pass,0,0,0,23.025850929940454,0
23,Pass,0,0,0,23.025850929940454,0
24,Pass,0,0,0,23.025850929940454,0
25,Pass,0,0,0,23.025850929940454,0
26,Pass,0,0,0,23.025850929940454,0
27,Pass,0,0,0,23.025850929940454,0
28,Pass,0,0,0,23.025850929940454,0
29,Pass,0,0,0,23.025850929940454,0
30,Pass,0,0,0,23.025850929940454,0
31,Pass,0,0,0,23.025850929940454,0
32,Pass,0,0,0,23.025850929940454,0
33,Pass,0,0,0,23.025850929940454,0
34,Pass,0,0,0,23.025850929940454,0
35,Pass,0,0,0,23.025850929940454,0
36,Pass,0,0,0,23.025850929940454,0
37,Pass,0,0,0,23.025850929940454,0
38,Pass,0,0,0,23.025850929940454,0
39,Pass,0,0,0,23.025850929940454,0
40,Pass,0,0,0,23.025850929940454,0
41,Pass,0,0,0,23.025850929940454,0
42,Pass,0,0,0,23.025850929940454,0
43,Pass,0,0,0,23.025850929940454,0
44,Pass,0,0,0,23.025850929940454,0
45,Pass,0,0,0,23.025850929940454,0
46,Pass,0,0,0,23.025850929940454,0
47,Pass,0,0,0,23.025850929940454,0
48,Pass,0,0,0,23.025850929940454,0
49,Pass,0,0,0,23.025850929940454,0
50,Pass,0,0,0,23.025850929940454,0
51,Pass,0,0,0,23.025850929940454,0
52,Pass,0,0,0,23.025850929940454,0
53,Pass,0,0,0,23.025850929940454,0
54,Pass,0,0,0,23.025850929940454,0
55,Pass,0,0,0,23.025850929940454,0
56,Pass,0,0,0,23.025850929940454,0
57,Pass,0,0,0,23.025850929940454,0
58,Pass,0,0,0,23.025850929940454,0
59,Pass,0,0,0,23.025850929940454,0
60,Pass,0,0,0,23.025850929940454,0
61,Pass,0,0,0,23.025850929940454,0
62,Pass,0,0,0,23.025850929940454,0
63,Pass,0,0,0,23.025850929940454,0
64,Pass,0,0,0,23.025850929940454,0
65,Pass,0,0,0,23.025850929940454,0
66,Pass,0,0,0,23.025850929940454,0
67,Pass,0,0,0,23.025850929940454,0
68,Pass,0,0,0,23.025850929940454,0
69,Pass,0,0,0,23.025850929940454,0
70,Pass,0,0,0,23.025850929940454,0
71,Pass,0,0,0,23.025850929940454,0
72,Pass,0,0,0,23.025850929940454,0
73,Pass,0,0,0,23.025850929940454,0
74,Pass,0,0,0,23.025850929940454,0
75,Pass,0,0,0,23.025850929940454,0
76,Pass,0,0,0,23.025850929940454,0
77,Pass,0,0,0,23.025850929940454,0
78,Pass,0,0,0,7.99298021345536,0
79,Pass,0,0,0,23.025850929940454,0
80,Pass,0,0,0,23.025850929940454,0
81,Pass,0,0,0,23.025850929940454,0
82,Pass,0,0,0,23.025850929940454,0
83,Pass,0,0,0,23.025850929940454,0
84,Pass,0,0,0,23.025850929940454,0
85,Pass,0,0,0,23.025850929940454,0
86,Pass,0,0,0,23.025850929940454,0
87,Pass,0,0,0,23.025850929940454,0
88,Pass,0,0,0,23.025850929940454,0
89,Pass,0,0,0,23.025850929940454,0
90,Pass,0,0,0,23.025850929940454,0
91,Pass,0,0,0,23.025850929940454,0
92,Pass,0,0,0,23.025850929940454,0
93,Pass,0,0,0,23.025850929940454,0
94,Pass,0,0,0,23.025850929940454,0
95,Pass,0,0,0,23.025850929940454,0
96,Pass,0,0,0,23.025850929940454,0
97,Pass,0,0,0,23.025850929940454,0
98,Pass,0,0,0,23.025850929940454,0
99,Pass,0,0,0,23.025850929940454,0
100,Pass,0,0,0,23.025850929940454,0
101,Pass,0,0,0,23.025850929940454,0
102,Pass,0,0,0,23.025850929940454,0
103,Pass,0,0,0,23.025850929940454,0
104,Pass,0,0,0,23.025850929940454,0
105,Pass,0,0,0,23.025850929940454,0
106,Pass,0,0,0,23.025850929940454,0
107,Pass,0,0,0,23.025850929940454,0
108,Pass,0,0,0,23.025850929940454,0
109,Pass,0,0,0,23.025850929940454,0
110,Pass,0,0,0,23.025850929940454,0
111,Pass,0,0,0,23.025850929940454,0
112,Pass,0,0,0,23.025850929940454,0
113,Pass,0,0,0,23.025850929940454,0
114,Pass,0,0,0,23.025850929940454,0
115,Pass,0,0,0,23.025850929940454,0
116,Pass,0,0,0,23.025850929940454,0
117,Pass,0,0,0,23.025850929940454,0
118,Pass,0,0,0,23.025850929940454,0
119,Pass,0,0,0,23.025850929940454,0
120,Pass,0,0,0,23.025850929940454,0
121,Pass,0,0,0,23.025850929940454,0
122,Pass,0,0,0,23.025850929940454,0
123,Pass,0,0,0,23.025850929940454,0
124,Pass,0,0,0,23.025850929940454,0
125,Pass,0,0,0,23.025850929940454,0
126,Pass,0,0,0,23.025850929940454,0
127,Pass,0,0,0,23.025850929940454,0
128,Pass,0,0,0,23.025850929940454,0
129,Pass,0,0,0,23.025850929940454,0
130,Pass,0,0,0,23.025850929940454,0
131,Pass,0,0,0,23.025850929940454,0
132,Pass,0,0,0,23.025850929940454,0
133,Pass,0,0,0,23.025850929940454,0
134,Pass,0,0,0,23.025850929940454,0
135,Pass,0,0,0,23.025850929940454,0
136,Pass,0,0,0,23.025850929940454,0
137,Pass,0,0,0,23.025850929940454,0
138,Pass,0,0,0,23.025850929940454,0
139,Pass,0,0,0,23.025850929940454,0
140,Pass,0,0,0,23.025850929940454,0
141,Pass,0,0,0,23.025850929940454,0
142,Pass,0,0,0,23.025850929940454,0
143,Pass,0,0,0,23.025850929940454,0
144,Pass,0,0,0,23.025850929940454,0
145,Pass,0,0,0,23.025850929940454,0
146,Pass,0,0,0,23.025850929940454,0
147,Pass,0,0,0,23.025850929940454,0
148,Pass,0,0,0,23.025850929940454,0
149,Pass,0,0,0,23.025850929940454,0
150,Pass,0,0,0,23.025850929940454,0
151,Pass,0,0,0,23.025850929940454,0
152,Pass,0,0,0,23.025850929940454,0
153,Pass,0,0,0,23.025850929940454,0
154,Pass,0,0,0,23.025850929940454,0
155,Pass,0,0,0,23.025850929940454,0
156,Pass,0,0,0,23.025850929940454,0
157,Pass,0,0,0,23.025850929940454,0
158,Pass,0,0,0,7.723173965961555,0
159,Pass,0,0,0,23.025850929940454,0
160,Pass,0,0,0,2.9694743404043153,0
161,Pass,0,0,0,23.025850929940454,0
162,Pass,0,0,0,23.025850929940454,0
163,Pass,0,0,0,23.025850929940454,0
164,Pass,0,0,0,23.025850929940454,0
165,Pass,0,0,0,23.025850929940454,0
166,Pass,0,0,0,23.025850929940454,0
167,Pass,0,0,0,23.025850929940454,0
168,Pass,0,0,0,23.025850929940454,0
169,Pass,0,0,0,17.46204543077448,0
170,Pass,0,0,0,23.025850929940454,0
171,Pass,0,0,0,23.025850929940454,0
172,Pass,0,0,0,23.025850929940454,0
173,Pass,0,0,0,18.818514652893477,0
174,Pass,0,0,0,13.036726533493457,0
175,Pass,0,0,0,21.055356434545192,0
176,Pass,0,0,0,23.025850929940454,0
177,Pass,0,0,0,23.025850929940454,0
178,Pass,0,0,0,23.025850929940454,0
179,Pass,0,0,0,23.025850929940454,0
180,Pass,0,0,0,23.025850929940454,0
181,Pass,0,0,0,23.025850929940454,0
182,Pass,0,0,0,23.025850929940454,0
183,Pass,0,0,0,23.025850929940454,0
184,Pass,0,0,0,23.025850929940454,0
185,Pass,0,0,0,23.025850929940454,0
186,Pass,0,0,0,23.025850929940454,0
187,Pass,0,0,0,23.025850929940454,0
188,Pass,0,0,0,23.025850929940454,0
189,Pass,0,0,0,23.025850929940454,0
190,Pass,0,0,0,23.025850929940454,0
191,Pass,0,0,0,23.025850929940454,0
192,Pass,0,0,0,23.025850929940454,0
193,Pass,0,0,0,23.025850929940454,0
194,Pass,0,0,0,18.72763232988187,0
195,Pass,0,0,0,23.025850929940454,0
196,Pass,0,0,0,23.025850929940454,0
197,Pass,0,0,0,23.025850929940454,0
198,Pass,0,0,0,23.025850929940454,0
199,Pass,0,0,0,23.025850929940454,0
200,Pass,0,0,0,23.025850929940454,0
201,Pass,0,0,0,23.025850929940454,0
202,Pass,0,0,0,23.025850929940454,0
203,Pass,0,0,0,23.025850929940454,0
204,Pass,0,0,0,23.025850929940454,0
205,Pass,0,0,0,23.025850929940454,0
206,Pass,0,0,0,23.025850929940454,0
207,Pass,0,0,0,23.025850929940454,0
208,Pass,0,0,0,23.025850929940454,0
209,Pass,0,0,0,23.025850929940454,0
210,Pass,0,0,0,23.025850929940454,0
211,Pass,0,0,0,23.025850929940454,0
212,Pass,0,0,0,23.025850929940454,0
213,Pass,0,0,0,23.025850929940454,0
214,Pass,0,0,0,23.025850929940454,0
215,Pass,0,0,0,23.025850929940454,0
216,Pass,0,0,0,23.025850929940454,0
217,Pass,0,0,0,23.025850929940454,0
218,Pass,0,0,0,23.025850929940454,0
219,Pass,0,0,0,23.025850929940454,0
220,Pass,0,0,0,23.025850929940454,0
221,Pass,0,0,0,23.025850929940454,0
222,Pass,0,0,0,23.025850929940454,0
223,Pass,0,0,0,23.025850929940454,0
224,Pass,0,0,0,23.025850929940454,0
225,Pass,0,0,0,23.025850929940454,0
226,Pass,0,0,0,23.025850929940454,0
227,Pass,0,0,0,23.025850929940454,0
228,Pass,0,0,0,23.025850929940454,0
229,Pass,0,0,0,23.025850929940454,0
230,Pass,0,0,0,23.025850929940454,0
231,Pass,0,0,0,23.025850929940454,0
232,Pass,0,0,0,23.025850929940454,0
233,Pass,0,0,0,23.025850929940454,0
234,Pass,0,0,0,23.025850929940454,0
235,Pass,0,0,0,23.025850929940454,0
236,Pass,0,0,0,23.025850929940454,0
237,Pass,0,0,0,23.025850929940454,0
238,Pass,0,0,0,23.025850929940454,0
239,Pass,0,0,0,23.025850929940454,0
240,Pass,0,0,0,23.025850929940454,0
241,Pass,0,0,0,23.025850929940454,0
242,Pass,0,0,0,23.025850929940454,0
243,Pass,0,0,0,23.025850929940454,0
244,Pass,0,0,0,23.025850929940454,0
245,Pass,0,0,0,23.025850929940454,0
246,Pass,0,0,0,23.025850929940454,0
247,Pass,0,0,0,23.025850929940454,0
248,Pass,0,0,0,23.025850929940454,0
249,Pass,0,0,0,23.025850929940454,0
250,Pass,0,0,0,23.025850929940454,0
251,Pass,0,0,0,23.025850929940454,0
252,Pass,0,0,0,23.025850929940454,0
253,Pass,0,0,0,23.025850929940454,0
254,Pass,0,0,0,23.025850929940454,0
255,Pass,0,0,0,23.025850929940454,0
256,Pass,0,0,0,23.025850929940454,0
257,Pass,0,0,0,23.025850929940454,0
258,Pass,0,0,0,23.025850929940454,0
259,Pass,0,0,0,23.025850929940454,0
260,Pass,0,0,0,23.025850929940454,0
261,Pass,0,0,0,23.025850929940454,0
262,Pass,0,0,0,23.025850929940454,0
263,Pass,0,0,0,23.025850929940454,0
264,Pass,0,0,0,23.025850929940454,0
265,Pass,0,0,0,23.025850929940454,0
266,Pass,0,0,0,23.025850929940454,0
267,Pass,0,0,0,23.025850929940454,0
268,Pass,0,0,0,23.025850929940454,0
269,Pass,0,0,0,23.025850929940454,0
270,Pass,0,0,0,23.025850929940454,0
271,Pass,0,0,0,23.025850929940454,0
272,Pass,0,0,0,23.025850929940454,0
273,Pass,0,0,0,23.025850929940454,0
274,Pass,0,0,0,23.025850929940454,0
275,Pass,0,0,0,23.025850929940454,0
276,Pass,0,0,0,23.025850929940454,0
277,Pass,0,0,0,23.025850929940454,0
278,Pass,0,0,0,23.025850929940454,0
279,Pass,0,0,0,23.025850929940454,0
280,Pass,0,0,0,23.025850929940454,0
281,Pass,0,0,0,23.025850929940454,0
282,Pass,0,0,0,23.025850929940454,0
283,Pass,0,0,0,23.025850929940454,0
284,Pass,0,0,0,23.025850929940454,0
285,Pass,0,0,0,23.025850929940454,0
286,Pass,0,0,0,23.025850929940454,0
287,Pass,0,0,0,23.025850929940454,0
288,Pass,0,0,0,23.025850929940454,0
289,Pass,0,0,0,23.025850929940454,0
290,Pass,0,0,0,23.025850929940454,0
291,Pass,0,0,0,23.025850929940454,0
292,Pass,0,0,0,23.025850929940454,0
293,Pass,0,0,0,23.025850929940454,0
294,Pass,0,0,0,23.025850929940454,0
295,Pass,0,0,0,23.025850929940454,0
296,Pass,0,0,0,23.025850929940454,0
297,Pass,0,0,0,23.025850929940454,0
298,Pass,0,0,0,23.025850929940454,0
299,Pass,0,0,0,23.025850929940454,0
300,Pass,0,0,0,23.025850929940454,0
301,Pass,0,0,0,23.025850929940454,0
302,Pass,0,0,0,23.025850929940454,0
303,Pass,0,0,0,23.025850929940454,0
304,Pass,0,0,0,23.025850929940454,0
305,Pass,0,0,0,23.025850929940454,0
306,Pass,0,0,0,23.025850929940454,0
307,Pass,0,0,0,23.025850929940454,0
308,Pass,0,0,0,23.025850929940454,0
309,Pass,0,0,0,23.025850929940454,0
310,Pass,0,0,0,23.025850929940454,0
311,Pass,0,0,0,23.025850929940454,0
312,Pass,0,0,0,23.025850929940454,0
313,Pass,0,0,0,23.025850929940454,0
314,Pass,0,0,0,23.025850929940454,0
315,Pass,0,0,0,23.025850929940454,0
316,Pass,0,0,0,23.025850929940454,0
317,Pass,0,0,0,23.025850929940454,0
318,Pass,0,0,0,23.025850929940454,0
319,Pass,0,0,0,23.025850929940454,0
320,Pass,0,0,0,23.025850929940454,0
321,Pass,0,0,0,23.025850929940454,0
322,Pass,0,0,0,23.025850929940454,0
323,Pass,0,0,0,23.025850929940454,0
324,Pass,0,0,0,23.025850929940454,0
325,Pass,0,0,0,23.025850929940454,0
326,Pass,0,0,0,23.025850929940454,0
327,Pass,0,0,0,23.025850929940454,0
328,Pass,0,0,0,23.025850929940454,0
329,Pass,0,0,0,23.025850929940454,0
330,Pass,0,0,0,23.025850929940454,0
331,Pass,0,0,0,23.025850929940454,0
332,Pass,0,0,0,23.025850929940454,0
333,Pass,0,0,0,23.025850929940454,0
334,Pass,0,0,0,23.025850929940454,0
335,Pass,0,0,0,23.025850929940454,0
336,Pass,0,0,0,23.025850929940454,0
337,Pass,0,0,0,23.025850929940454,0
338,Pass,0,0,0,23.025850929940454,0
339,Pass,0,0,0,23.025850929940454,0
340,Pass,0,0,0,23.025850929940454,0
341,Pass,0,0,0,23.025850929940454,0
342,Pass,0,0,0,23.025850929940454,0
343,Pass,0,0,0,23.025850929940454,0
344,Pass,0,0,0,23.025850929940454,0
345,Pass,0,0,0,23.025850929940454,0
346,Pass,0,0,0,23.025850929940454,0
347,Pass,0,0,0,23.025850929940454,0
348,Pass,0,0,0,23.025850929940454,0
349,Pass,0,0,0,23.025850929940454,0
350,Pass,0,0,0,23.025850929940454,0
351,Pass,0,0,0,23.025850929940454,0
352,Pass,0,0,0,23.025850929940454,0
353,Pass,0,0,0,23.025850929940454,0
354,Pass,0,0,0,23.025850929940454,0
355,Pass,0,0,0,23.025850929940454,0
356,Pass,0,0,0,23.025850929940454,0
357,Pass,0,0,0,23.025850929940454,0
358,Pass,0,0,0,23.025850929940454,0
359,Pass,0,0,0,23.025850929940454,0
360,Pass,0,0,0,23.025850929940454,0
361,Pass,0,0,0,23.025850929940454,0
362,Pass,0,0,0,23.025850929940454,0
363,Pass,0,0,0,23.025850929940454,0
364,Pass,0,0,0,23.025850929940454,0
365,Pass,0,0,0,23.025850929940454,0
366,Pass,0,0,0,23.025850929940454,0
367,Pass,0,0,0,23.025850929940454,0
368,Pass,0,0,0,23.025850929940454,0
369,Pass,0,0,0,23.025850929940454,0
370,Pass,0,0,0,23.025850929940454,0
371,Pass,0,0,0,23.025850929940454,0
372,Pass,0,0,0,23.025850929940454,0
373,Pass,0,0,0,23.025850929940454,0
374,Pass,0,0,0,23.025850929940454,0
375,Pass,0,0,0,23.025850929940454,0
376,Pass,0,0,0,23.025850929940454,0
377,Pass,0,0,0,23.025850929940454,0
378,Pass,0,0,0,23.025850929940454,0
379,Pass,0,0,0,23.025850929940454,0
380,Pass,0,0,0,23.025850929940454,0
381,Pass,0,0,0,23.025850929940454,0
382,Pass,0,0,0,23.025850929940454,0
383,Pass,0,0,0,23.025850929940454,0
384,Pass,0,0,0,23.025850929940454,0
385,Pass,0,0,0,23.025850929940454,0
386,Pass,0,0,0,23.025850929940454,0
387,Pass,0,0,0,23.025850929940454,0
388,Pass,0,0,0,23.025850929940454,0
389,Pass,0,0,0,23.025850929940454,0
390,Pass,0,0,0,23.025850929940454,0
391,Pass,0,0,0,23.025850929940454,0
392,Pass,0,0,0,23.025850929940454,0
393,Pass,0,0,0,23.025850929940454,0
394,Pass,0,0,0,23.025850929940454,0
395,Pass,0,0,0,23.025850929940454,0
396,Pass,0,0,0,23.025850929940454,0
397,Pass,0,0,0,23.025850929940454,0
398,Pass,0,0,0,23.025850929940454,0
399,Pass,0,0,0,23.025850929940454,0
400,Pass,0,0,0,23.025850929940454,0
401,Pass,0,0,0,23.025850929940454,0
402,Pass,0,0,0,23.025850929940454,0
403,Pass,0,0,0,23.025850929940454,0
404,Pass,0,0,0,23.025850929940454,0
405,Pass,0,0,0,23.025850929940454,0
406,Pass,0,0,0,23.025850929940454,0
407,Pass,0,0,0,23.025850929940454,0
408,Pass,0,0,0,23.025850929940454,0
409,Pass,0,0,0,23.025850929940454,0
410,Pass,0,0,0,23.025850929940454,0
411,Pass,0,0,0,23.025850929940454,0
412,Pass,0,0,0,23.025850929940454,0
413,Pass,0,0,0,23.025850929940454,0
414,Pass,0,0,0,23.025850929940454,0
415,Pass,0,0,0,23.025850929940454,0
416,Pass,0,0,0,23.025850929940454,0
417,Pass,0,0,0,23.025850929940454,0
418,Pass,0,0,0,23.025850929940454,0
419,Pass,0,0,0,23.025850929940454,0
420,Pass,0,0,0,23.025850929940454,0
421,Pass,0,0,0,23.025850929940454,0
422,Pass,0,0,0,23.025850929940454,0
423,Pass,0,0,0,23.025850929940454,0
424,Pass,0,0,0,23.025850929940454,0
425,Pass,0,0,0,23.025850929940454,0
426,Pass,0,0,0,23.025850929940454,0
427,Pass,0,0,0,23.025850929940454,0
428,Pass,0,0,0,23.025850929940454,0
429,Pass,0,0,0,23.025850929940454,0
430,Pass,0,0,0,23.025850929940454,0
431,Pass,0,0,0,23.025850929940454,0
432,Pass,0,0,0,23.025850929940454,0
433,Pass,0,0,0,23.025850929940454,0
434,Pass,0,0,0,23.025850929940454,0
435,Pass,0,0,0,23.025850929940454,0
436,Pass,0,0,0,23.025850929940454,0
437,Pass,0,0,0,23.025850929940454,0
438,Pass,0,0,0,23.025850929940454,0
439,Pass,0,0,0,23.025850929940454,0
440,Pass,0,0,0,23.025850929940454,0
441,Pass,0,0,0,23.025850929940454,0
442,Pass,0,0,0,23.025850929940454,0
443,Pass,0,0,0,23.025850929940454,0
444,Pass,0,0,0,23.025850929940454,0
445,Pass,0,0,0,23.025850929940454,0
446,Pass,0,0,0,23.025850929940454,0
447,Pass,0,0,0,23.025850929940454,0
448,Pass,0,0,0,23.025850929940454,0
449,Pass,0,0,0,23.025850929940454,0
450,Pass,0,0,0,23.025850929940454,0
451,Pass,0,0,0,23.025850929940454,0
452,Pass,0,0,0,23.025850929940454,0
453,Pass,0,0,0,23.025850929940454,0
454,Pass,0,0,0,23.025850929940454,0
455,Pass,0,0,0,23.025850929940454,0
456,Pass,0,0,0,23.025850929940454,0
457,Pass,0,0,0,23.025850929940454,0
458,Pass,0,0,0,23.025850929940454,0
459,Pass,0,0,0,23.025850929940454,0
460,Pass,0,0,0,23.025850929940454,0
461,Pass,0,0,0,23.025850929940454,0
462,Pass,0,0,0,23.025850929940454,0
463,Pass,0,0,0,23.025850929940454,0
464,Pass,0,0,0,23.025850929940454,0
465,Pass,0,0,0,23.025850929940454,0
466,Pass,0,0,0,23.025850929940454,0
467,Pass,0,0,0,23.025850929940454,0
468,Pass,0,0,0,23.025850929940454,0
469,Pass,0,0,0,23.025850929940454,0
470,Pass,0,0,0,23.025850929940454,0
471,Pass,0,0,0,23.025850929940454,0
472,Pass,0,0,0,23.025850929940454,0
473,Pass,0,0,0,23.025850929940454,0
474,Pass,0,0,0,23.025850929940454,0
475,Pass,0,0,0,23.025850929940454,0
476,Pass,0,0,0,23.025850929940454,0
477,Pass,0,0,0,23.025850929940454,0
478,Pass,0,0,0,23.025850929940454,0
479,Pass,0,0,0,23.025850929940454,0
480,Pass,0,0,0,23.025850929940454,0
481,Pass,0,0,0,23.025850929940454,0
482,Pass,0,0,0,23.025850929940454,0
483,Pass,0,0,0,23.025850929940454,0
484,Pass,0,0,0,23.025850929940454,0
485,Pass,0,0,0,23.025850929940454,0
486,Pass,0,0,0,23.025850929940454,0
487,Pass,0,0,0,23.025850929940454,0
488,Pass,0,0,0,23.025850929940454,0
489,Pass,0,0,0,23.025850929940454,0
490,Pass,0,0,0,23.025850929940454,0
491,Pass,0,0,0,23.025850929940454,0
492,Pass,0,0,0,23.025850929940454,0
493,Pass,0,0,0,23.025850929940454,0
494,Pass,0,0,0,23.025850929940454,0
495,Pass,0,0,0,23.025850929940454,0
496,Pass,0,0,0,23.025850929940454,0
497,Pass,0,0,0,23.025850929940454,0
498,Pass,0,0,0,23.025850929940454,0
499,Pass,0,0,0,23.025850929940454,0
500,Pass,0,0,0,23.025850929940454,0
501,Pass,0,0,0,23.025850929940454,0
502,Pass,0,0,0,23.025850929940454,0
503,Pass,0,0,0,23.025850929940454,0
504,Pass,0,0,0,23.025850929940454,0
505,Pass,0,0,0,23.025850929940454,0
506,Pass,0,0,0,23.025850929940454,0
507,Pass,0,0,0,23.025850929940454,0
508,Pass,0,0,0,23.025850929940454,0
509,Pass,0,0,0,23.025850929940454,0
510,Pass,0,0,0,23.025850929940454,0
511,Pass,0,0,0,23.025850929940454,0
512,Pass,0,0,0,23.025850929940454,0
513,Pass,0,0,0,23.025850929940454,0
514,Pass,0,0,0,23.025850929940454,0
515,Pass,0,0,0,23.025850929940454,0
516,Pass,0,0,0,23.025850929940454,0
517,Pass,0,0,0,23.025850929940454,0
518,Pass,0,0,0,23.025850929940454,0
519,Pass,0,0,0,23.025850929940454,0
520,Pass,0,0,0,23.025850929940454,0
521,Pass,0,0,0,23.025850929940454,0
522,Pass,0,0,0,23.025850929940454,0
523,Pass,0,0,0,23.025850929940454,0
524,Pass,0,0,0,23.025850929940454,0
525,Pass,0,0,0,23.025850929940454,0
526,Pass,0,0,0,23.025850929940454,0
527,Pass,0,0,0,23.025850929940454,0
528,Pass,0,0,0,23.025850929940454,0
529,Pass,0,0,0,23.025850929940454,0
530,Pass,0,0,0,23.025850929940454,0
531,Pass,0,0,0,23.025850929940454,0
532,Pass,0,0,0,23.025850929940454,0
533,Pass,0,0,0,23.025850929940454,0
534,Pass,0,0,0,23.025850929940454,0
535,Pass,0,0,0,23.025850929940454,0
536,Pass,0,0,0,23.025850929940454,0
537,Pass,0,0,0,23.025850929940454,0
538,Pass,0,0,0,23.025850929940454,0
539,Pass,0,0,0,23.025850929940454,0
540,Pass,0,0,0,23.025850929940454,0
541,Pass,0,0,0,23.025850929940454,0
542,Pass,0,0,0,23.025850929940454,0
543,Pass,0,0,0,23.025850929940454,0
544,Pass,0,0,0,23.025850929940454,0
545,Pass,0,0,0,23.025850929940454,0
546,Pass,0,0,0,23.025850929940454,0
547,Pass,0,0,0,23.025850929940454,0
548,Pass,0,0,0,23.025850929940454,0
549,Pass,0,0,0,23.025850929940454,0
550,Pass,0,0,0,23.025850929940454,0
551,Pass,0,0,0,23.025850929940454,0
552,Pass,0,0,0,23.025850929940454,0
553,Pass,0,0,0,23.025850929940454,0
554,Pass,0,0,0,23.025850929940454,0
555,Pass,0,0,0,23.025850929940454,0
556,Pass,0,0,0,23.025850929940454,0
557,Pass,0,0,0,23.025850929940454,0
558,Pass,0,0,0,23.025850929940454,0
559,Pass,0,0,0,23.025850929940454,0
560,Pass,0,0,0,23.025850929940454,0
561,Pass,0,0,0,23.025850929940454,0
562,Pass,0,0,0,23.025850929940454,0
563,Pass,0,0,0,23.025850929940454,0
564,Pass,0,0,0,23.025850929940454,0
565,Pass,0,0,0,23.025850929940454,0
566,Pass,0,0,0,23.025850929940454,0
567,Pass,0,0,0,23.025850929940454,0
568,Pass,0,0,0,23.025850929940454,0
569,Pass,0,0,0,23.025850929940454,0
570,Pass,0,0,0,23.025850929940454,0
571,Pass,0,0,0,23.025850929940454,0
572,Pass,0,0,0,23.025850929940454,0
573,Pass,0,0,0,23.025850929940454,0
574,Pass,0,0,0,23.025850929940454,0
575,Pass,0,0,0,23.025850929940454,0
576,Pass,0,0,0,23.025850929940454,0
577,Pass,0,0,0,23.025850929940454,0
578,Pass,0,0,0,23.025850929940454,0
579,Pass,0,0,0,23.025850929940454,0
580,Pass,0,0,0,23.025850929940454,0
581,Pass,0,0,0,23.025850929940454,0
