Number of Clusters,Silhouette Score,DBCV Score,Combined Score,Number of Mispredicted Inputs,Number of Noisy Inputs,test_set,selection_metric,budget,model,threshold
8,0.3265327215194702,0.3157691950024515,0.32115095826096085,40,2,udacity_label,kmnc,200,epoch,0.218
4,0.31175675988197327,0.11658870283300073,0.214172731357487,21,6,udacity_label,nac,50,epoch,0.218
7,0.49406698346138,,,33,1,udacity_label,nac,100,epoch,0.218
11,0.28874513506889343,0.27489583276880647,0.28182048391884995,50,8,udacity_label,nac,150,epoch,0.218
10,0.5609519481658936,,,66,1,udacity_label,nac,200,epoch,0.218
4,0.20513303577899933,0.2578656490552228,0.23149934241711106,13,2,udacity_label,lsa,50,epoch,0.218
8,0.30588433146476746,0.2117751770970821,0.2588297542809248,23,4,udacity_label,lsa,100,epoch,0.218
9,0.3549308776855469,0.15433001810300012,0.25463044789427347,31,3,udacity_label,lsa,150,epoch,0.218
12,0.3798713982105255,0.1900540478408217,0.2849627230256736,45,4,udacity_label,lsa,200,epoch,0.218
6,0.18335740268230438,0.059502911362687545,0.12143015702249596,14,0,udacity_label,std,50,epoch,0.218
7,0.2511911690235138,0.15033087655566704,0.2007610227895904,24,0,udacity_label,std,100,epoch,0.218
7,0.29133129119873047,,,29,1,udacity_label,std,150,epoch,0.218
13,0.334675669670105,0.2292327212232309,0.28195419544666794,53,2,udacity_label,std,200,epoch,0.218
3,0.13761013746261597,0.36913047578256486,0.2533703066225904,8,2,udacity_label,pace,50,epoch,0.218
3,0.10054152458906174,,,15,1,udacity_label,pace,100,epoch,0.218
8,0.35852736234664917,,,26,1,udacity_label,pace,150,epoch,0.218
11,0.4513934254646301,0.27123453510160267,0.3613139802831164,40,3,udacity_label,pace,200,epoch,0.218
1,0.2341567724943161,0.04951312889391201,0.14183495069411406,4,2,udacity_label,dr,50,epoch,0.262
4,0.21130524575710297,0.3524844541598704,0.2818948499584867,12,3,udacity_label,dr,100,epoch,0.262
6,0.28420183062553406,0.1830780167048163,0.23363992366517516,21,3,udacity_label,dr,150,epoch,0.262
7,0.260275661945343,0.1086460923669481,0.18446087715614556,28,7,udacity_label,dr,200,epoch,0.262
6,0.2505429983139038,,,14,1,udacity_label,ces,50,epoch,0.262
6,0.32067763805389404,0.1657671842029853,0.24322241112843968,17,2,udacity_label,ces,100,epoch,0.262
10,0.2763667404651642,0.2286069435948884,0.2524868420300263,30,5,udacity_label,ces,150,epoch,0.262
10,0.27887293696403503,0.21862609052416948,0.24874951374410226,35,6,udacity_label,ces,200,epoch,0.262
0,-1.0,-1.0,-1.0,3,3,udacity_label,est,50,epoch,0.262
5,0.29701483249664307,0.13856139328357636,0.21778811289010971,16,4,udacity_label,est,100,epoch,0.262
7,0.3296893537044525,0.18246100434877244,0.2560751790266125,21,0,udacity_label,est,150,epoch,0.262
11,0.4221727252006531,0.3368483322471629,0.379510528723908,43,3,udacity_label,est,200,epoch,0.262
3,0.15525059401988983,0.03715341209034158,0.0962020030551157,12,4,udacity_label,rnd,50,epoch,0.262
7,0.38529446721076965,0.24953477129764925,0.31741461925420944,25,4,udacity_label,rnd,100,epoch,0.262
8,0.3614370822906494,0.24882996172877495,0.30513352200971217,29,5,udacity_label,rnd,150,epoch,0.262
8,0.36096540093421936,0.2414709978741269,0.30121819940417316,34,4,udacity_label,rnd,200,epoch,0.262
1,0.08320742845535278,,,4,1,udacity_label,ent,50,epoch,0.262
4,0.17320261895656586,0.045456472437692276,0.10932954569712906,11,0,udacity_label,ent,100,epoch,0.262
3,0.28595611453056335,0.20972703918439625,0.24784157685747982,13,0,udacity_label,ent,150,epoch,0.262
4,0.5318736433982849,0.5086274542743507,0.5202505488363178,18,4,udacity_label,ent,200,epoch,0.262
4,0.5354948043823242,0.4968547595201666,0.5161747819512454,26,2,udacity_label,gini,50,epoch,0.262
4,0.7454520463943481,,,38,1,udacity_label,gini,100,epoch,0.262
11,0.24086309969425201,0.2961030844361957,0.26848309206522386,52,5,udacity_label,gini,150,epoch,0.262
11,0.5434688329696655,0.4247474017298977,0.48410811734978165,69,3,udacity_label,gini,200,epoch,0.262
4,0.17152434587478638,,,9,1,udacity_label,gd,50,epoch,0.262
7,0.31613391637802124,,,20,1,udacity_label,gd,100,epoch,0.262
5,0.2545802593231201,0.10466938295882317,0.17962482114097164,25,2,udacity_label,gd,150,epoch,0.262
7,0.3456665575504303,,,29,1,udacity_label,gd,200,epoch,0.262
3,0.20818865299224854,0.08623308788499001,0.14721087043861927,8,0,udacity_label,kmnc,50,epoch,0.262
5,0.1651597023010254,0.21220982231300317,0.18868476230701428,17,2,udacity_label,kmnc,100,epoch,0.262
5,0.2800072133541107,,,25,1,udacity_label,kmnc,150,epoch,0.262
7,0.3896009922027588,0.33017791655462325,0.359889454378691,31,2,udacity_label,kmnc,200,epoch,0.262
4,0.46854203939437866,0.3751917569407657,0.42186689816757217,21,4,udacity_label,nac,50,epoch,0.262
6,0.45770302414894104,0.32535734399053373,0.3915301840697374,33,3,udacity_label,nac,100,epoch,0.262
10,0.16869407892227173,0.2406342932226669,0.20466418607246933,50,11,udacity_label,nac,150,epoch,0.262
11,0.5783230662345886,0.5577674221007272,0.5680452441676579,65,7,udacity_label,nac,200,epoch,0.262
2,0.17834371328353882,0.012481739965462417,0.09541272662450062,9,5,udacity_label,lsa,50,epoch,0.262
5,0.2737400531768799,0.15722135222500408,0.215480702700942,17,3,udacity_label,lsa,100,epoch,0.262
6,0.35603997111320496,0.15635380197147464,0.2561968865423398,23,2,udacity_label,lsa,150,epoch,0.262
10,0.36260268092155457,0.18193441802060392,0.27226854947107926,32,0,udacity_label,lsa,200,epoch,0.262
4,0.20640762150287628,0.07525789325744935,0.14083275738016282,12,2,udacity_label,std,50,epoch,0.262
3,0.10656524449586868,0.05444786229752393,0.08050655339669631,12,6,udacity_label,std,100,epoch,0.262
6,0.2894276976585388,0.11611060433504142,0.2027691509967901,21,4,udacity_label,std,150,epoch,0.262
9,0.3687554895877838,0.18549188540210454,0.2771236874949442,35,2,udacity_label,std,200,epoch,0.262
1,0.4689926505088806,0.09743761677454131,0.28321513364171097,4,2,udacity_label,pace,50,epoch,0.262
3,0.09273255616426468,0.12629974612852526,0.10951615114639497,11,5,udacity_label,pace,100,epoch,0.262
6,0.33852073550224304,0.2028506149233203,0.27068567521278164,19,4,udacity_label,pace,150,epoch,0.262
8,0.3219257891178131,0.2696265630704684,0.29577617609414075,30,6,udacity_label,pace,200,epoch,0.262
-1,-1.0,-1.0,-1.0,2,-1,udacity_label,dr,50,epoch,0.305
2,0.1939074695110321,0.05908230193559335,0.12649488572331272,8,4,udacity_label,dr,100,epoch,0.305
3,0.09476804733276367,0.20026710500580297,0.14751757616928332,16,2,udacity_label,dr,150,epoch,0.305
5,0.26914066076278687,0.15858394582826424,0.21386230329552555,22,6,udacity_label,dr,200,epoch,0.305
2,0.2231270968914032,0.20054442749121104,0.21183576219130712,10,6,udacity_label,ces,50,epoch,0.305
4,0.2632748782634735,0.16454216223149187,0.2139085202474827,14,4,udacity_label,ces,100,epoch,0.305
9,0.23098444938659668,0.1535516605361053,0.192268054961351,26,5,udacity_label,ces,150,epoch,0.305
5,0.25985291600227356,,,27,1,udacity_label,ces,200,epoch,0.305
-1,-1.0,-1.0,-1.0,2,-1,udacity_label,est,50,epoch,0.305
4,0.1903393417596817,,,12,1,udacity_label,est,100,epoch,0.305
5,0.22307036817073822,0.3234776707458345,0.27327401945828633,17,3,udacity_label,est,150,epoch,0.305
6,0.3974493741989136,0.26012863608741615,0.3287890051431649,32,0,udacity_label,est,200,epoch,0.305
3,0.18796470761299133,0.04699359873504794,0.11747915317401963,9,2,udacity_label,rnd,50,epoch,0.305
8,0.3590063154697418,0.322249405901696,0.34062786068571893,22,2,udacity_label,rnd,100,epoch,0.305
6,0.3713631331920624,0.3999189153034294,0.3856410242477459,22,2,udacity_label,rnd,150,epoch,0.305
8,0.2734260857105255,0.24390516790311348,0.2586656268068195,25,5,udacity_label,rnd,200,epoch,0.305
1,0.05324900522828102,0.026319591150940534,0.03978429818961078,4,2,udacity_label,ent,50,epoch,0.305
1,-0.0626988336443901,,,11,1,udacity_label,ent,100,epoch,0.305
5,0.3205740749835968,0.2637755461001946,0.2921748105418957,13,0,udacity_label,ent,150,epoch,0.305
2,0.23426437377929688,0.26911676434862664,0.25169056906396176,13,2,udacity_label,ent,200,epoch,0.305
4,0.49731555581092834,,,26,1,udacity_label,gini,50,epoch,0.305
8,0.253811776638031,0.25052898866497625,0.2521703826515036,38,7,udacity_label,gini,100,epoch,0.305
7,0.6612913608551025,0.7165714350370507,0.6889313979460766,52,2,udacity_label,gini,150,epoch,0.305
11,0.33771389722824097,0.3306845430455871,0.33419922013691405,67,10,udacity_label,gini,200,epoch,0.305
2,0.21799516677856445,,,7,1,udacity_label,gd,50,epoch,0.305
7,0.3226572275161743,,,16,1,udacity_label,gd,100,epoch,0.305
4,0.19350452721118927,0.0989692984969058,0.14623691285404755,15,6,udacity_label,gd,150,epoch,0.305
6,0.15676981210708618,0.04731768153802853,0.10204374682255736,22,7,udacity_label,gd,200,epoch,0.305
0,-1.0,-1.0,-1.0,6,6,udacity_label,kmnc,50,epoch,0.305
3,0.16631950438022614,0.0707286910771254,0.11852409772867577,13,3,udacity_label,kmnc,100,epoch,0.305
5,0.2861662805080414,0.3070333820000142,0.2965998312540278,23,2,udacity_label,kmnc,150,epoch,0.305
6,0.4085944890975952,0.34189613401006824,0.37524531155383173,26,2,udacity_label,kmnc,200,epoch,0.305
6,0.010101540014147758,0.10272422443018059,0.056412882222164173,21,7,udacity_label,nac,50,epoch,0.305
6,0.5435839891433716,,,33,1,udacity_label,nac,100,epoch,0.305
9,0.45021212100982666,0.2880906267079009,0.36915137385886376,50,3,udacity_label,nac,150,epoch,0.305
11,0.5578855276107788,0.5177145707623311,0.5378000491865549,65,2,udacity_label,nac,200,epoch,0.305
2,0.087474524974823,,,6,1,udacity_label,lsa,50,epoch,0.305
4,0.13641348481178284,,,12,1,udacity_label,lsa,100,epoch,0.305
5,0.18893879652023315,0.2989073799905,0.24392308825536657,18,3,udacity_label,lsa,150,epoch,0.305
6,0.26392456889152527,0.14193993665239013,0.2029322527719577,26,2,udacity_label,lsa,200,epoch,0.305
2,0.1894904524087906,0.023850405150684352,0.10667042877973747,10,5,udacity_label,std,50,epoch,0.305
3,0.21035902202129364,,,9,1,udacity_label,std,100,epoch,0.305
4,0.19065812230110168,0.041774147292297205,0.11621613479669944,14,6,udacity_label,std,150,epoch,0.305
7,0.24060297012329102,,,26,1,udacity_label,std,200,epoch,0.305
-1,-1.0,-1.0,-1.0,2,-1,udacity_label,pace,50,epoch,0.305
2,0.13229265809059143,-0.04234791475317448,0.044972371668708475,8,4,udacity_label,pace,100,epoch,0.305
4,0.2641338109970093,0.15699217738109783,0.21056299418905355,15,2,udacity_label,pace,150,epoch,0.305
6,0.38927286863327026,0.2049836172457469,0.29712824293950857,22,3,udacity_label,pace,200,epoch,0.305
